ClusterIdx,Timestamp,Folder_Name
4,415.476,mp_oct
4,415.7764,mp_oct
4,416.0766,mp_oct
4,416.377,mp_oct
4,416.6772,mp_oct
4,416.9775,mp_oct
4,417.2779,mp_oct
4,417.5782,mp_oct
4,417.8785,mp_oct
29,418.1787,mp_oct
29,418.479,mp_oct
2,418.7794,mp_oct
29,419.0797,mp_oct
29,419.38,mp_oct
29,419.6803,mp_oct
26,419.9806,mp_oct
29,420.2809,mp_oct
4,420.5812,mp_oct
4,420.8815,mp_oct
4,421.1818,mp_oct
10,421.4821,mp_oct
10,421.7824,mp_oct
10,422.0827,mp_oct
10,422.383,mp_oct
10,422.6834,mp_oct
4,422.9836,mp_oct
4,423.2839,mp_oct
4,423.5843,mp_oct
23,423.8846,mp_oct
24,424.1849,mp_oct
10,424.4852,mp_oct
13,424.7855,mp_oct
23,425.0858,mp_oct
12,425.3861,mp_oct
29,425.6864,mp_oct
29,425.9868,mp_oct
29,426.2871,mp_oct
2,426.5874,mp_oct
2,426.8876,mp_oct
23,427.188,mp_oct
13,427.4883,mp_oct
2,427.7886,mp_oct
24,428.0889,mp_oct
23,428.3892,mp_oct
23,428.6895,mp_oct
13,428.9899,mp_oct
23,429.2902,mp_oct
24,429.5905,mp_oct
13,429.8908,mp_oct
24,430.1911,mp_oct
13,430.4914,mp_oct
13,430.7916,mp_oct
29,431.0921,mp_oct
29,431.3923,mp_oct
2,431.6926,mp_oct
2,431.993,mp_oct
2,432.2932,mp_oct
12,432.5936,mp_oct
13,432.8939,mp_oct
13,433.1942,mp_oct
29,433.4945,mp_oct
2,433.7948,mp_oct
23,434.0951,mp_oct
10,434.3955,mp_oct
10,434.6958,mp_oct
24,434.996,mp_oct
13,435.2964,mp_oct
26,435.5967,mp_oct
12,435.897,mp_oct
13,436.1973,mp_oct
24,436.4977,mp_oct
24,436.798,mp_oct
24,437.0983,mp_oct
24,437.3986,mp_oct
23,437.6988,mp_oct
23,437.9992,mp_oct
15,438.2995,mp_oct
15,438.5998,mp_oct
13,438.9001,mp_oct
23,439.2005,mp_oct
23,439.5008,mp_oct
17,439.8011,mp_oct
2,440.1013,mp_oct
4,440.4017,mp_oct
4,440.702,mp_oct
23,441.0024,mp_oct
13,441.3026,mp_oct
24,441.6029,mp_oct
23,441.9033,mp_oct
23,442.2036,mp_oct
13,442.5039,mp_oct
23,442.8042,mp_oct
2,443.1046,mp_oct
2,443.4048,mp_oct
23,443.7052,mp_oct
23,444.0055,mp_oct
23,444.3058,mp_oct
29,444.6061,mp_oct
4,444.9065,mp_oct
23,445.2068,mp_oct
23,445.507,mp_oct
24,445.8074,mp_oct
24,446.1077,mp_oct
24,446.408,mp_oct
24,446.7083,mp_oct
12,447.0087,mp_oct
23,447.309,mp_oct
29,447.6092,mp_oct
29,447.9096,mp_oct
14,448.2099,mp_oct
5,448.5102,mp_oct
14,448.8105,mp_oct
16,449.1108,mp_oct
27,449.4112,mp_oct
24,449.7115,mp_oct
24,450.0118,mp_oct
26,450.3121,mp_oct
25,450.6124,mp_oct
1,450.9127,mp_oct
1,451.2131,mp_oct
1,451.5133,mp_oct
25,451.8137,mp_oct
30,452.114,mp_oct
16,452.4144,mp_oct
16,452.7146,mp_oct
13,453.0149,mp_oct
16,453.3153,mp_oct
16,453.6156,mp_oct
24,453.9158,mp_oct
24,454.2162,mp_oct
23,454.5165,mp_oct
5,454.8169,mp_oct
29,455.1171,mp_oct
2,455.4174,mp_oct
10,455.7177,mp_oct
10,456.0181,mp_oct
10,456.3184,mp_oct
10,456.6187,mp_oct
10,456.919,mp_oct
10,457.2193,mp_oct
10,457.5196,mp_oct
9,457.82,mp_oct
10,458.1203,mp_oct
10,458.4206,mp_oct
11,458.7209,mp_oct
23,459.0213,mp_oct
13,459.3216,mp_oct
23,459.6219,mp_oct
23,459.9222,mp_oct
26,460.2225,mp_oct
29,460.5228,mp_oct
2,460.8232,mp_oct
2,461.1235,mp_oct
7,461.4238,mp_oct
28,461.7241,mp_oct
28,462.0244,mp_oct
28,462.3248,mp_oct
9,462.6251,mp_oct
28,462.9254,mp_oct
12,463.2257,mp_oct
13,463.526,mp_oct
9,463.8263,mp_oct
11,464.1266,mp_oct
12,464.427,mp_oct
12,464.7273,mp_oct
28,465.0276,mp_oct
13,465.3279,mp_oct
10,465.6282,mp_oct
13,465.9285,mp_oct
9,466.2289,mp_oct
23,466.5292,mp_oct
13,466.8295,mp_oct
24,467.1298,mp_oct
13,467.4301,mp_oct
13,467.7304,mp_oct
13,468.0307,mp_oct
12,468.3311,mp_oct
12,468.6314,mp_oct
12,468.9318,mp_oct
10,469.232,mp_oct
10,469.5323,mp_oct
23,469.8327,mp_oct
2,470.133,mp_oct
12,470.4333,mp_oct
13,470.7337,mp_oct
24,471.0339,mp_oct
24,471.3342,mp_oct
23,471.6346,mp_oct
13,471.9349,mp_oct
13,472.2352,mp_oct
13,472.5356,mp_oct
2,472.8359,mp_oct
2,473.1362,mp_oct
12,473.4365,mp_oct
9,473.7369,mp_oct
13,474.0371,mp_oct
24,474.3375,mp_oct
24,474.6378,mp_oct
24,474.9381,mp_oct
13,475.2384,mp_oct
24,475.5388,mp_oct
24,475.839,mp_oct
24,476.1393,mp_oct
24,476.4397,mp_oct
13,476.74,mp_oct
24,477.0403,mp_oct
24,477.3406,mp_oct
13,477.641,mp_oct
26,477.9413,mp_oct
23,478.2416,mp_oct
29,478.5419,mp_oct
4,478.8422,mp_oct
23,479.1425,mp_oct
24,479.4429,mp_oct
23,479.7432,mp_oct
24,480.0435,mp_oct
13,480.3438,mp_oct
2,480.6441,mp_oct
2,480.9445,mp_oct
29,481.2448,mp_oct
23,481.5451,mp_oct
24,481.8454,mp_oct
24,482.1458,mp_oct
13,482.4461,mp_oct
26,482.7464,mp_oct
29,483.0467,mp_oct
23,483.347,mp_oct
12,483.6473,mp_oct
2,483.9476,mp_oct
12,484.248,mp_oct
28,484.5483,mp_oct
12,484.8486,mp_oct
22,485.149,mp_oct
1,485.4492,mp_oct
11,485.7496,mp_oct
11,486.0499,mp_oct
13,486.3502,mp_oct
11,486.6505,mp_oct
11,486.9508,mp_oct
11,487.2511,mp_oct
23,487.5515,mp_oct
12,487.8518,mp_oct
2,488.1521,mp_oct
23,488.4524,mp_oct
2,488.7527,mp_oct
2,489.0531,mp_oct
13,489.3534,mp_oct
23,489.6537,mp_oct
9,489.9541,mp_oct
11,490.2543,mp_oct
9,490.5547,mp_oct
11,490.855,mp_oct
11,491.1553,mp_oct
11,491.4556,mp_oct
24,491.7559,mp_oct
24,492.0563,mp_oct
24,492.3566,mp_oct
24,492.6569,mp_oct
24,492.9572,mp_oct
24,493.2576,mp_oct
29,493.5579,mp_oct
4,493.8582,mp_oct
4,494.1586,mp_oct
12,494.4588,mp_oct
10,494.7591,mp_oct
10,495.0595,mp_oct
11,495.3598,mp_oct
11,495.6601,mp_oct
24,495.9604,mp_oct
24,496.2608,mp_oct
24,496.5611,mp_oct
24,496.8614,mp_oct
12,497.1617,mp_oct
2,497.4621,mp_oct
29,497.7624,mp_oct
12,498.0626,mp_oct
28,498.363,mp_oct
2,498.6634,mp_oct
23,498.9636,mp_oct
28,499.264,mp_oct
24,499.5643,mp_oct
12,499.8646,mp_oct
2,500.1649,mp_oct
2,500.4653,mp_oct
24,500.7656,mp_oct
24,501.0659,mp_oct
26,501.3662,mp_oct
2,501.6665,mp_oct
2,501.9668,mp_oct
13,502.2672,mp_oct
24,502.5675,mp_oct
2,502.8678,mp_oct
23,503.1682,mp_oct
13,503.4684,mp_oct
23,503.7687,mp_oct
23,504.0691,mp_oct
17,504.3694,mp_oct
2,504.6697,mp_oct
13,504.97,mp_oct
15,505.2704,mp_oct
23,505.5707,mp_oct
29,505.871,mp_oct
4,506.1713,mp_oct
10,506.4716,mp_oct
24,506.7719,mp_oct
24,507.0723,mp_oct
24,507.3726,mp_oct
24,507.6729,mp_oct
13,507.9732,mp_oct
24,508.2736,mp_oct
23,508.5739,mp_oct
29,508.8742,mp_oct
29,509.1746,mp_oct
22,509.4749,mp_oct
22,509.7752,mp_oct
22,510.0755,mp_oct
22,510.3758,mp_oct
22,510.6762,mp_oct
22,510.9764,mp_oct
22,511.2768,mp_oct
22,511.5771,mp_oct
12,511.8775,mp_oct
22,512.1778,mp_oct
28,512.478,mp_oct
28,512.7783,mp_oct
12,513.0787,mp_oct
22,513.379,mp_oct
22,513.6794,mp_oct
22,513.9797,mp_oct
22,514.28,mp_oct
7,514.5803,mp_oct
21,514.8815,mp_oct
21,515.1809,mp_oct
12,515.4813,mp_oct
12,515.7816,mp_oct
2,516.082,mp_oct
2,516.3822,mp_oct
4,516.6825,mp_oct
28,516.9829,mp_oct
7,517.2832,mp_oct
28,517.5835,mp_oct
7,517.8838,mp_oct
21,518.1842,mp_oct
21,518.4845,mp_oct
21,518.7849,mp_oct
28,519.0869,mp_oct
28,519.3855,mp_oct
28,519.6858,mp_oct
7,519.9861,mp_oct
12,520.2864,mp_oct
7,520.5868,mp_oct
23,520.8871,mp_oct
12,521.1874,mp_oct
23,521.4877,mp_oct
25,521.788,mp_oct
28,522.0884,mp_oct
12,522.3887,mp_oct
22,522.689,mp_oct
21,522.9893,mp_oct
21,523.2896,mp_oct
22,523.59,mp_oct
22,523.8903,mp_oct
21,524.1906,mp_oct
28,524.491,mp_oct
21,524.7913,mp_oct
21,525.0916,mp_oct
7,525.392,mp_oct
7,525.6922,mp_oct
22,525.9925,mp_oct
22,526.2928,mp_oct
25,526.5932,mp_oct
28,526.8935,mp_oct
11,527.1938,mp_oct
13,527.4942,mp_oct
25,527.7945,mp_oct
13,528.0948,mp_oct
11,528.3951,mp_oct
9,528.6955,mp_oct
28,528.9958,mp_oct
4,529.2961,mp_oct
4,529.5964,mp_oct
2,529.8967,mp_oct
22,530.1971,mp_oct
21,530.4974,mp_oct
28,530.7977,mp_oct
28,531.098,mp_oct
9,531.3984,mp_oct
9,531.6987,mp_oct
9,531.9989,mp_oct
9,532.2993,mp_oct
1,532.5997,mp_oct
7,532.9,mp_oct
12,533.2003,mp_oct
12,533.5006,mp_oct
2,533.801,mp_oct
22,534.1013,mp_oct
21,534.4016,mp_oct
21,534.702,mp_oct
22,535.0022,mp_oct
22,535.3025,mp_oct
7,535.6029,mp_oct
21,535.9032,mp_oct
21,536.2036,mp_oct
21,536.5038,mp_oct
21,536.8042,mp_oct
22,537.1045,mp_oct
29,537.706,mp_oct
29,538.0055,mp_oct
29,538.3058,mp_oct
29,538.6061,mp_oct
29,538.9064,mp_oct
29,539.2068,mp_oct
29,539.5071,mp_oct
29,539.8074,mp_oct
29,540.1077,mp_oct
12,540.408,mp_oct
10,540.7084,mp_oct
11,541.0087,mp_oct
11,541.309,mp_oct
10,541.6093,mp_oct
11,541.9097,mp_oct
13,542.21,mp_oct
12,542.5103,mp_oct
29,542.8106,mp_oct
29,543.1109,mp_oct
29,543.4113,mp_oct
29,543.7116,mp_oct
22,544.012,mp_oct
22,544.3122,mp_oct
2,544.6126,mp_oct
22,544.9129,mp_oct
29,545.2132,mp_oct
29,545.5135,mp_oct
29,545.8139,mp_oct
29,546.1142,mp_oct
29,546.4145,mp_oct
29,546.7148,mp_oct
29,547.0152,mp_oct
2,547.3155,mp_oct
2,547.6158,mp_oct
29,547.9162,mp_oct
29,548.2164,mp_oct
22,548.5168,mp_oct
22,548.8171,mp_oct
22,549.1174,mp_oct
22,549.4177,mp_oct
22,549.7181,mp_oct
22,550.0184,mp_oct
22,550.3187,mp_oct
22,550.619,mp_oct
22,550.9194,mp_oct
22,551.2196,mp_oct
22,551.5201,mp_oct
3,551.8203,mp_oct
3,552.1207,mp_oct
22,552.421,mp_oct
22,552.7213,mp_oct
21,553.0217,mp_oct
22,553.322,mp_oct
21,553.6223,mp_oct
21,553.9226,mp_oct
28,554.2229,mp_oct
7,554.5233,mp_oct
28,554.8236,mp_oct
28,555.1239,mp_oct
9,555.4243,mp_oct
28,555.7246,mp_oct
28,556.0249,mp_oct
28,556.3252,mp_oct
9,556.6255,mp_oct
7,556.9259,mp_oct
7,557.2261,mp_oct
7,557.5265,mp_oct
22,557.8268,mp_oct
7,558.1271,mp_oct
8,558.4274,mp_oct
28,558.7278,mp_oct
25,559.0281,mp_oct
1,559.3284,mp_oct
7,559.6288,mp_oct
14,559.9291,mp_oct
29,560.2294,mp_oct
21,560.5297,mp_oct
12,560.83,mp_oct
22,561.1304,mp_oct
12,561.4307,mp_oct
28,561.731,mp_oct
7,562.0314,mp_oct
9,562.3316,mp_oct
28,562.632,mp_oct
25,562.9323,mp_oct
14,563.2327,mp_oct
22,563.533,mp_oct
8,563.8333,mp_oct
8,564.1336,mp_oct
3,564.4339,mp_oct
22,564.7343,mp_oct
8,565.0345,mp_oct
1,565.3349,mp_oct
28,565.6352,mp_oct
7,565.9355,mp_oct
8,566.2359,mp_oct
8,566.5362,mp_oct
22,566.8365,mp_oct
8,567.1368,mp_oct
8,567.4372,mp_oct
21,567.7374,mp_oct
21,568.0378,mp_oct
7,568.3381,mp_oct
1,568.6384,mp_oct
28,568.9388,mp_oct
8,569.2391,mp_oct
14,569.5394,mp_oct
22,569.8397,mp_oct
5,570.1401,mp_oct
5,570.4404,mp_oct
26,570.7407,mp_oct
16,571.041,mp_oct
16,571.3414,mp_oct
